,class,tweetid,unprocessed_text
8885,c,1201318633366011905,"2 years ago I was in a jail cell contemplating suicide, on xanax after I had punched a cop and got a gun charge. Now I got a full time job making $14 an hour. Life changes and anyone who says people can’t change, just haven’t experienced it for themselves. Life’s what u make it."
5264,a,1200314146463596546,Mom : why would you want a Xanax if you're gonna drink monster energy?  Me : I'mma get crossfaded
7219,c,1200810055400148995,this oxycodone isn't doing its job
10490,m,1201817490592022534,what is subsidised? paracet and one opiate. but not the long-term frontline meds for #chronicpain like cymbalta (lilly) and lyrica (pfizer).
244,m,1198307091372482563,_U The only way people could possibly like their music is from valium in the water supply. Buy my water filters
5178,m,1200283775017668608,_U seems unfair seeing show people who need adderall lose focus.
10848,a,1201906007666020354,My mom keeps asking me if I need to go to rehab for drinking lmao good thing I lived in a different state when I had a Xanax problem and also when I had a coke problem and also when I couldn’t leave the house w/o getting high first
1454,m,1199082796515495936,just thinking aloud oshogbo weed + tramadol + codeine + hot sun + terry g music = ?
727,m,1198723828421136384,Honestly the correct punctuation on this is “Xanax.” It was far more sincere
2253,m,1199241378309517312,the knights lose 1 game and v*gas fans lose their god damn minds. relax. pop a valium. oh yeah and GG!
3677,m,1199766579954769920,Suboxone is weird af
12319,m,1202275936399478785,_U if he's going to try to rehabilitate dr gur he better be handing out xanax to the jurors!
9359,c,1201432158193278976,"going on a new psych drug is super scary. i always fret about it. seroquel is not a permanent gig for me, due to my pre-diabetes + #bipolar"
6268,m,1200568746684887040,"""oh, you're from sweden? i love that swedish beer with valium in it! really tasty!"" uh.. beer with valium? sounds like a bad mix.."
12325,m,1202276567365365766,_U Gabapentin is not a pain medication and has strange side effects. Ditto Tramadol.
8724,c,1201178059728142336,Miracle too is crying😫😫 I really need a dose of valium to aid sleep tonight😭😭 #BBNaija
993,m,1198922269348810753,which one of these candidates will make oxycodone available over the counter?
5855,m,1200471194174181383,if methadone is free to drug addicts because they have a dasease then why isnt chemo fee to cancer pantients for there deaseas
246,m,1198307302853492747,_U _U _U I am sure the tramadol and codeine is working in your system. By 2019 your kind will either be in jail or in a political rehab.
4294,m,1199936576853356544,_U _U _U _U _U don't forget adderall mal :-)
659,m,1198673587990908929,"if u ever leave me baby, then leave some morphine at my door"
5339,m,1200344285016662017,"_U Yeah, and it seems that fentanyl is showing up sometimes now in pressed Xanax, although idk how frequently"
1944,m,1199177231827918849,"_U _U _U There, there Mr. Exaggeration. Try a cup of tea and a lie down. You may need to pop a Valium as well."
12254,m,1202252946299338752,When ever I go to the suburbs I hate these old white bitches that try look like DEY from the 80s n shit bitch you 50 wit a Valium addiction
2204,c,1199236023886237697,gluten free. dairy free. fat free. carb free. sugar free. calorie free. i love the xanax diet!
8856,m,1201315824843337728,oxycontin have me laying soft cotton when i sleep  ?
5733,m,1200438419094159361,"_U You should hop on a plane and go there if it’s so great. When you return, someone will have your aripiprazole dose ready for you."
3843,m,1199801238382137346,"You can tell I never have drugs because I called it ""a pile of drugs""...Like you have to step over Xanax on your driveway."
5281,m,1218821085451427842,“@bxxmp: i think i need pills for my anger or a punching bag in my room” they dont make anger management pills lol they got xanax and prozac
4125,m,1199892779394043904,"im stressed to the point of being nauseous/sick and nOw they remind me that we have xanax,"
6410,u,1200613087931326465,"somebody ft me , lyrica & breisha 💁"
4458,c,1199970296683515904,Leaving xanax behind in 2018. 3 NyQuil and a good nights sleep is what I’m flexing
6060,m,1200525488541831170,you really need to take a xanax and shove it up your ass
10413,m,1201804445006417920,TRUMP means  Terminally Ripping Unreal Methadone Propeller
10702,u,1201870147503476737,I didn’t know Lyrica’s ass was that big though 👀
8350,a,1201096017065791488,breaking: vyvanse and adderal now for sale at the berry cafe
2207,c,1199236375838691328,_U _U Had to give up a lot of info to get hydrocodone after my oral surgery
3107,m,1199608675595214848,_U he's there with his diazepam pen to tell her to keep talking if her earpiece suddenly malfunctions & she goes into seizures.
2997,m,1199571294150369282,_U is that really trump or a robot?  a trained monkey?  his handlers need to decrease the valium dose.
1057,m,1199007961588338689,"“Pwedeng...Ironman nalang...si Robert Downey, Jr. ang idol ko e”  “Okay...Ironman...balikan kita mamaya. Magpahinga ka na muna.” Dei said as she adjusted the IV drip after adding the prescribed dose of morphine to Richard’s IV drip.  “Salamat ulit”  #ALDUBAlwaysOurBibis"
7375,m,1200860266751287297,i just got a missed call for a random number THEY LEFT A VOICEMAIL ASKING TO SWAP A PHONE FOR VALIUM
2907,a,1199561440862056448,Just now remembered I got two test tomorrow #Vyvanse #Adderall
12433,c,1202300170374930434,oxycontin is a great drug if you wanna be sad and constipated
4742,c,1200025081658912769,_U and i meant broadcast not announcement!! public service broadcast!!!  god i need to get off oxycodone 😬
10544,m,1201831909678039041,_U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U _U LOOK UP Morphine. Read and learn.
7776,c,1200950287072190466,"they gave me ""quetiapine fumarate"" as a substitue for seroquel (the pharmacy) that doesn't even sound similar"
1814,m,1199154639813447680,pulmonary edema: treatment lmnop: lasix morphine nitrates (ntg) oxygen position (upright vs. flat)
1340,a,1199062711142952960,someone at wmu wanna bring me an adderall to the library
4008,a,1199835283623153670,_U _U nah i can do it. get some adderall in me and i'll glitter bomb the fuck out of the world
2011,u,1199192529327083522,Pam and Lyrica got the same hairstyle #LHHH
7541,m,1200899339134087169,i think they put an adderall in my shake
10510,c,1201828431081754624,I need to take an Ativan before I go to bed jfc
3643,m,1199762722793148419,beginning to think pregabalin might actually break the doh. what a palaver.
13068,a,1202483931246977024,i juh wanna roll a fat blunt and sprinkle some xanax on the top and just chill 😩 dumb ass fucking probation got me fucked up😤
11296,c,1202007633835823104,_U i did adderall when i was 5 -.-  grow up lex
10276,c,1201765429418627072,"woke up this morning,my neck was acheing,it just got worse!my doc put me on oxycodone again and hoped it would help!need the surgery now!!!"
2343,m,1199259929850384384,_U i'm concerned with domestic terrorists shooting up schools.  oxycontin kills more than these terrorists you speak of.
12612,c,1202340598105149440,I'm so happy to be off Seroquel omg ty god
972,m,1198910382271807488,Querem me fazer feliz? ME MANDEM XANAX
10817,m,1201902253705179140,"Just like, nicotine, heroine, morphine #ReggaetonLento #BestRemix #iHeartAwards"
2627,c,1199505748335706112,"best decision i ever made.  would be dead by now,if id kept on that dose of morphine. bc theyd have HAD to increase it, (why im on ir oxy5-10 now) bc you get used to it,and it quits working. addiction isnt the same as chemically dependent,either. big doses cause that too. it shut"
8156,c,1201046330275180544,noon.  time for lunch and a xanax already!  got a laughing crow across the street.  i swear he's laughing at me. — feeling thoughtful
2954,m,1199566673000509446,"if you have every person in the world just one adderall all in the same day, we could fix every issue."
4929,m,1200166348849987584,_U Your tweets are in English but I detect a slight accent of Xanax
12568,c,1202327597646057472,"so, i'm supposed to take this ativan a full hour before my dentist appointment tomorrow.   you've been warned."
9646,c,1201496816631635973,*finals week indicator*  having to go to three different pharmacies to get a vyvanse prescription filled
2952,m,1199566452820520961,E be like say this Croatia team drink tramadol with redbull during break ohh. Where all this energy come from?😑 #ENGCRO
265,m,1198308869430300672,It goes further: senior military officials told us that stashes of tramadol recovered from Islamist militants like Boko Haram often outnumber bullets found in their hideouts.
7031,c,1200769077045800960,valium was not a good idea.
6912,m,1200743672679141382,Someone Should Please Alert _U That Betway is killing the young boys in this Worldcup Era more than Tramadol 😂😂😂😂😂😂
1298,c,1199050223324151814,started on a higher dose of lyrica and it seems to be working a bit better
12823,a,1202423696306126848,"3 valiums n some codeine , i practically roofied myself"
1858,c,1199159555365707776,ain't been to sleep yet fucking adderall
11949,c,1202185977193795584,The first time in 6 months I'm feeling  that I'm not owned by withdrawals. I hesitate to say this because the battle is still not over. I am at slightly under 2mg Valium. Thanks!   #Benzodiazepine #Withdrawal #Pfizer Inc. _U  #Teva _U #Roche _U #Mylan _U
1425,m,1199080060218724352,_U Then id advise you to replace ritalin with amphetamines🌩️
9976,m,1201699712405065728,seriously bitch take a xanax and chill tf out
4496,m,1199974216923320320,"Is Lyrica® a drug that makes you better at music? If so, can the majority of current artists have some?"
415,m,1198462057739366401,#Sacklers should find treatment for addicts. #PrescriptionDrug abuse #Oxycontin
8483,a,1201123138110722049,not feeling so guilty since it's just xanax
8902,m,1201328734160269312,"_U ( the OxyContin helps a little too, lol )"
535,a,1198472605013094400,binged three times already today so strict adderall and coke diet starting now
3002,m,1199589122442252288,_U _U yep it looks like it was pain killers probably something in the hydrocodone (oxycontin) family.
2596,m,1199494074920787968,_U Keep the morphine feed!
8741,m,1201180067004588032,get yo fine self to a doctor for a morphine shot in the bum. used to work a treat for me!
